entity_text,entity_label,frequency
norm crosby,PLAYER,1
grant otoshi,PLAYER,1
mardi grass,MISC,1
corps,CLUB,1
heather bone,PLAYER,1
heather bown,PLAYER,1
michael “jor-jan,PLAYER,1
jordan,LOCATION,1
ny yankees,CLUB,1
c.c. “sabatina”,PLAYER,1
sabathia,LOCATION,1
eggo,CLUB,1
nestle,CLUB,1
one morning,NUMERIC,1
3-4,NUMERIC,1
otoshi,PLAYER,1
the preceding day,NUMERIC,1
james wakari,PLAYER,1
legislature,CLUB,1
the state,CLUB,1
britania street,LOCATION,1
jerry takesono,PLAYER,1
many years ago,NUMERIC,1
merrie carol grain-norris,CLUB,1
psa,CLUB,1
more than 30 miles an hour,MISC,1
joyce clarin,PLAYER,1
kauai,LOCATION,1
the past weekend,NUMERIC,1
thirty-three years,NUMERIC,1
the hawaii state archives,CLUB,1
bob sigall,PLAYER,1
the companies we keep,MISC,1
lyndon j. barrois sr.,PLAYER,1
catholic,NATIONALITY,1
61-year-old,NUMERIC,1
new orleans,LOCATION,1
the los angeles county museum of art,CLUB,1
fútbol is life,MISC,1
95-year,NUMERIC,1
lacma,CLUB,1
britt salvesen,PLAYER,1
fútballet,MISC,1
50-inch,MISC,1
kylian mbappé,PLAYER,1
marta vieira da silva,PLAYER,1
kobe bryant,PLAYER,1
patrick mahomes,PLAYER,1
darwin hu,PLAYER,1
salvesen,PLAYER,1
times,CLUB,1
1-inch,MISC,1
325,NUMERIC,1
cristiano ronaldo,PLAYER,1
the 1930s,NUMERIC,1
1970,NUMERIC,1
1938,NUMERIC,1
nazis,NATIONALITY,1
iranian,NATIONALITY,1
seven months,NUMERIC,1
sandra jackson-dumont,PLAYER,1
the lucas museum of narrative art,CLUB,1
lyndon,PLAYER,1
jackson,PLAYER,1
dany wilson,PLAYER,1
harold edgerton,PLAYER,1
eadweard muybridge,PLAYER,1
fútbol is life' where: lacma,MISC,1
5905 wilshire blvd,LOCATION,1
july 12,NUMERIC,1
wednesdays,NUMERIC,1
21-$30,NUMERIC,1
info,NATIONALITY,1
323,NUMERIC,1
857,NUMERIC,1
jakarta,LOCATION,1
new indonesia,LOCATION,1
john herdman,PLAYER,1
the asean hyundai cup,CLUB,1
englishman,NATIONALITY,1
the asean championship,COMPETITION,1
asean,LOCATION,1
cup,COMPETITION,1
the gold cup in concacaf,COMPETITION,1
patrick kluivert,PLAYER,1
bundesliga,COMPETITION,1
south-east,LOCATION,1
asian,NATIONALITY,1
sunderland,LOCATION,1
1996,NUMERIC,1
july 31,NUMERIC,1
four days later,NUMERIC,1
august 3,NUMERIC,1
group a,MISC,1
august 7,NUMERIC,1
30 years,NUMERIC,1
the hyundai cup,MISC,1
a hectic year,NUMERIC,1
the fifa series,MISC,1
march,NUMERIC,1
hyundai cup,MISC,1
the asian games,COMPETITION,1
the afc asian cup,CLUB,1
next january,NUMERIC,1
2012,NUMERIC,1
36-year,NUMERIC,1
indonesia football association,CLUB,1
timnas,PLAYER,1
50-year-old,NUMERIC,1
36 years,NUMERIC,1
280 million,NUMERIC,1
thohir,CLUB,1
a world cup,COMPETITION,1
asean united fc,CLUB,1
morgan mcsweeney,CLUB,1
seconds,NUMERIC,1
global counsel,CLUB,1
palantir,PLAYER,1
nhs,CLUB,1
streeting,PLAYER,1
jim murphy,PLAYER,1
arden strategies,CLUB,1
"as high as £30,000",NUMERIC,1
peter mandelson,PLAYER,1
antonia romeo,PLAYER,1
vincent chan,PLAYER,1
18 years,NUMERIC,1
goldman sachs,CLUB,1
jeffrey,PLAYER,1
multibillion dollar,NUMERIC,1
bbc,CLUB,1
a year’s,NUMERIC,1
early 2010,NUMERIC,1
david cameron,PLAYER,1
a decade later,NUMERIC,1
cameron,PLAYER,1
56,NUMERIC,1
greensill capital,CLUB,1
the house of lords,CLUB,1
peter walker,PLAYER,1
only five years,NUMERIC,1
labour months,NUMERIC,1
the summer of 2024,NUMERIC,1
pippa crerar,PLAYER,1
the qatar world cup,COMPETITION,1
all-party parliamentary groups,CLUB,1
thousands of pounds,NUMERIC,1
the lobbying act,MISC,1
michelle mone,PLAYER,1
122,NUMERIC,1
owen paterson,PLAYER,1
quarterly,NUMERIC,1
monthly,NUMERIC,1
last october,NUMERIC,1
the ethics and integrity commission,CLUB,1
the committee on standards in public life,CLUB,1
the representation of the people bill,CLUB,1
"2,230",NUMERIC,1
sian berry,PLAYER,1
"more than £2,000",NUMERIC,1
earlier this week,NUMERIC,1
darren jones,PLAYER,1
rowena mason,PLAYER,1
whitehall,CLUB,1
more than a dozen,NUMERIC,1
faculty ai,CLUB,1
labour one to two days a week,CLUB,1
three lions,CLUB,1
manchester united co-,CLUB,1
the united kingdom,LOCATION,1
just four,NUMERIC,1
mikel arteta’s,PLAYER,1
noni madueke,PLAYER,1
the hour,NUMERIC,1
only 10 minutes later,NUMERIC,1
keane lewis-potter,PLAYER,1
michael kayode,PLAYER,1
igor thiago,PLAYER,1
gabriel martinelli,PLAYER,1
caoimhin kelleher,PLAYER,1
the past three seasons,NUMERIC,1
22-year,NUMERIC,1
arteta,PLAYER,1
10 months,NUMERIC,1
european championship,COMPETITION,1
the end of this summer,NUMERIC,1
fa,CLUB,1
czechia,CLUB,1
@england,NATIONALITY,1
group a4,CLUB,1
denmark,LOCATION,1
slovenia,LOCATION,1
north macedonia,LOCATION,1
the republic of ireland,LOCATION,1
group b3,CLUB,1
sky news,CLUB,1
greater manchester,CLUB,1
andy burnham,PLAYER,1
the press association,CLUB,1
all red all equal,CLUB,1
the premier league’s,COMPETITION,1
advanced equality,CLUB,1
the mkm stadium,LOCATION,1
rosenior,LOCATION,1
tigers,CLUB,1
🤝 pic.twitter.com/muuqdrnaae,PLAYER,1
emirates fa cup,COMPETITION,1
the fa cup,COMPETITION,1
hull,PLAYER,1
blues,CLUB,1
wrexham,CLUB,1
sky bet championship,PLAYER,1
ipswich,LOCATION,1
last weekend,NUMERIC,1
the joie stadium,LOCATION,1
arne slot,PLAYER,1
eddie howe,PLAYER,1
pep guardiola,PLAYER,1
unai emery,PLAYER,1
marco silva,PLAYER,1
daniel farke,PLAYER,1
scott parker,PLAYER,1
a busy afternoon,NUMERIC,1
sports falcon players prepare for title defense ajibade,CLUB,1
the sports writers association of nigeria,CLUB,1
rivers state chapter,CLUB,1
the lagos lawn tennis club,LOCATION,1
onikan,CLUB,1
canice abua,CLUB,1
michael emmanuel,PLAYER,1
daniel adeleye,PLAYER,1
abubakar yusuf,PLAYER,1
nigeria tennis federation,CLUB,1
victor ochei,PLAYER,1
10-year,NUMERIC,1
10 years,NUMERIC,1
age 15,NUMERIC,1
sadiq abdullahi,PLAYER,1
odizors,CLUB,1
imonities,CLUB,1
commonwealth games,CLUB,1
the national sports commission,CLUB,1
the 2026 commonwealth games,CLUB,1
glasgow,LOCATION,1
podium board,CLUB,1
bukola olopade,PLAYER,1
bola ahmed tinubu,PLAYER,1
yusuf ali-led,PLAYER,1
apc,CLUB,1
convention - sports5 days ago,CLUB,1
hammers beat burnley,PLAYER,1
ogun - news1,NUMERIC,1
nsc board constituted,CLUB,1
nff await world cup fate ahead play-offs - sports1,COMPETITION,1
mark bullingham,PLAYER,1
ruben amorim,PLAYER,1
december last year,NUMERIC,1
portuguese,NATIONALITY,1
michael carrick,PLAYER,1
24 hours,NUMERIC,1
the european championship,COMPETITION,1
a few months ahead,NUMERIC,1
sarina,PLAYER,1
gareth,PLAYER,1
southgate,CLUB,1
roberto de zerbi,PLAYER,1
oliver glasner,PLAYER,1
andoni iraola,CLUB,1
luis enrique,PLAYER,1
man united,CLUB,1
over a decade,NUMERIC,1
bluesky,PLAYER,1
blantyre-(maravipost)-the football association of malawi,CLUB,1
guinea bissau,LOCATION,1
14 february,NUMERIC,1
bingu national stadium,LOCATION,1
lilongwe,LOCATION,1
the open stand,CLUB,1
malawian,NATIONALITY,1
mayamiko kafwamba,PLAYER,1
malawians,NATIONALITY,1
kafwamba,PLAYER,1
"k5,000",CLUB,1
scorchers,MISC,1
angola,LOCATION,1
1–1,NUMERIC,1
guinea,LOCATION,1
nightmare nations league,COMPETITION,1
up to 120 days,NUMERIC,1
minutes,NUMERIC,1
john feehan,PLAYER,1
this evening,NUMERIC,1
abbotstown,PLAYER,1
fai egm,CLUB,1
bohemians,NATIONALITY,1
74,NUMERIC,1
paul cooke,PLAYER,1
earlier that day,NUMERIC,1
20 november last year,NUMERIC,1
alexander ceferin,PLAYER,1
the hungarian fa,CLUB,1
3-2,NUMERIC,1
budapest,LOCATION,1
the palestine fa,LOCATION,1
fifa congress,CLUB,1
may 2024,NUMERIC,1
fifa,PLAYER,1
more than 20 months,NUMERIC,1
27 november,NUMERIC,1
16 december,NUMERIC,1
19 october 2023,NUMERIC,1
the uefa congress,CLUB,1
the israeli fa,CLUB,1
egm,CLUB,1
cooke,PLAYER,1
sinn féin,CLUB,1
taoiseach,PLAYER,1
euroleague,CLUB,1
jerusalem,LOCATION,1
december,NUMERIC,1
nations league,COMPETITION,1
dublin,LOCATION,1
the end of 2024,NUMERIC,1
tim leighton,PLAYER,1
jordan morey nfhs,CLUB,1
flambeau (wisconsin) high school,LOCATION,1
beth,PLAYER,1
alberson,PLAYER,1
wisconsin interscholastic athletic association division,CLUB,1
hall of fame,CLUB,1
high school,CLUB,1
from 1979 to 2008,NUMERIC,1
nfhs athletics participation survey,CLUB,1
2009,NUMERIC,1
2015,NUMERIC,1
2000,NUMERIC,1
at least 21 percent,MISC,1
"451,600",NUMERIC,1
"16,526",NUMERIC,1
"356,240",NUMERIC,1
"18,208",NUMERIC,1
147,NUMERIC,1
more than 30,NUMERIC,1
december 1,NUMERIC,1
national view participation,CLUB,1
monica maxwell,PLAYER,1
maxwell,CLUB,1
national youth sports parent survey,CLUB,1
the aspen institute’s,CLUB,1
project play,MISC,1
48 percent,MISC,1
53 percent,MISC,1
21 percent,MISC,1
nine to 12 months,NUMERIC,1
annually,NUMERIC,1
58 percent,MISC,1
"1,016",NUMERIC,1
46 percent,MISC,1
nearly 70 percent,MISC,1
age 13,NUMERIC,1
the american academy of pediatrics,CLUB,1
sarah hayes,PLAYER,1
the south carolina high school league,CLUB,1
the nfhs basketball rules committee,CLUB,1
a season,NUMERIC,1
hayes,PLAYER,1
kansas,LOCATION,1
jeremy holaday,PLAYER,1
the kansas state high school activities association,CLUB,1
missy smith,PLAYER,1
oregon school activities association,CLUB,1
12- 13,NUMERIC,1
six quarters,NUMERIC,1
five quarters,NUMERIC,1
only half,NUMERIC,1
2019-20,NUMERIC,1
"approximately 2,000",NUMERIC,1
"74,000",NUMERIC,1
2024-25 school year,NUMERIC,1
15 percent,MISC,1
kevin anderson,PLAYER,1
the minnesota state high school league,CLUB,1
title ix,CLUB,1
seventh,NUMERIC,1
alisha lehmann,PLAYER,1
millions,NUMERIC,1
17,NUMERIC,1
65,NUMERIC,1
west ham,CLUB,1
serie,MISC,1
juventus,CLUB,1
como,CLUB,1
2.5-year,NUMERIC,1
16 million,NUMERIC,1
tezenis,CLUB,1
ronaldinho,CLUB,1
fanvue co-founder,PLAYER,1
will monange,PLAYER,1
alisha,PLAYER,1
$22 million,NUMERIC,1
senate blocks,CLUB,1
one day,NUMERIC,1
full-year,NUMERIC,1
47,NUMERIC,1
john fetterman,PLAYER,1
d-pa,CLUB,1
r-sd,CLUB,1
epoch times,CLUB,1
the end of that month,NUMERIC,1
feb. 3,NUMERIC,1
feb. 13,NUMERIC,1
next week,NUMERIC,1
john kennedy,PLAYER,1
feb. 4,NUMERIC,1
feb. 11,NUMERIC,1
immigration and customs enforcement,CLUB,1
minnesota,LOCATION,1
d-n.y.,CLUB,1
ice,CLUB,1
schumer,PLAYER,1
jay obernolte,PLAYER,1
calif.,LOCATION,1
the federal emergency management agency,CLUB,1
the secret service,CLUB,1
last year’s,NUMERIC,1
the house of representatives,CLUB,1
218,NUMERIC,1
henry cuellar,PLAYER,1
texas,LOCATION,1
the senate republican conference,CLUB,1
hill,PLAYER,1
mike lee,PLAYER,1
r-ut,CLUB,1
gop,CLUB,1
lee,PLAYER,1
john barrasso,PLAYER,1
r-wy,CLUB,1
fox news,CLUB,1
dhs shutdown on deck... meanwhile,MISC,1
us customs and border protection,CLUB,1
tens of billions of dollars,NUMERIC,1
fema,CLUB,1
roughly 13%,MISC,1
tsa,CLUB,1
mark amodei,PLAYER,1
r-nv,CLUB,1
the disaster relief fund,CLUB,1
just weeks,NUMERIC,1
winter,NUMERIC,1
sept. 30,NUMERIC,1
netherlands national football team,CLUB,1
the netherlands national football team,CLUB,1
missouri,LOCATION,1
metro,LOCATION,1
ronald koeman,PLAYER,1
dutch,NATIONALITY,1
"17,000-square-foot",MISC,1
$20 million,NUMERIC,1
the national women's soccer league,CLUB,1
the dutch national team's,CLUB,1
kansas city current,CLUB,1
angie,PLAYER,1
chris long,PLAYER,1
the fifa men's world rankings,CLUB,1
koeman,PLAYER,1
knvb,CLUB,1
marianne van leeuwen,PLAYER,1
riverside,CLUB,1
the coming weeks,NUMERIC,1
the liberia football association,CLUB,1
two-day,NUMERIC,1
mustapha i. raji,PLAYER,1
omar amr abou-zeid,PLAYER,1
norman brook,PLAYER,1
safeguarding consultant,CLUB,1
abdoulaye cisse,PLAYER,1
careysburg,LOCATION,1
congo,LOCATION,1
raji,PLAYER,1
ani 12 feb 2026,NUMERIC,1
18:34 gmt+10,NUMERIC,1
the afc u17 women's asian cup china,CLUB,1
the afc house,LOCATION,1
the young tigresses,CLUB,1
may 1 to 17,NUMERIC,1
fifa u17 women's world cup,COMPETITION,1
the northern mariana islands,LOCATION,1
group a,CLUB,1
the suzhou taihu football sports centre,CLUB,1
afc u17 women's asian cup,CLUB,1
british columbia,LOCATION,1
u.k.,LOCATION,1
london/toronto/frankfurt,CLUB,1
jeffrey epstein's,PLAYER,1
ubs,CLUB,1
havana,LOCATION,1
new york -,LOCATION,1
"130,000",NUMERIC,1
cisco systems,CLUB,1
honda motor co.,CLUB,1
the nine months through december,NUMERIC,1
ghanaian,NATIONALITY,1
westminster magistrates’ court,CLUB,1
"friday, march 13",NUMERIC,1
southwark crown court,CLUB,1
september last year,NUMERIC,1
between 2021 and 2022,NUMERIC,1
four days,NUMERIC,1
the end of june,NUMERIC,1
november 2,NUMERIC,1
villarreal,CLUB,1
at least 24 hours,NUMERIC,1
june 23,NUMERIC,1
catherine,PLAYER,1
mark children's,CLUB,1
katy peart,PLAYER,1
catherine roach,PLAYER,1
col ray wilkinson,PLAYER,1
children's mental health week kate,MISC,1
44,NUMERIC,1
deloitte,CLUB,1
the royal foundation business taskforce,CLUB,1
early childhood,CLUB,1
march 2023,NUMERIC,1
nayar,CLUB,1
nikita,PLAYER,1
royal highness,PLAYER,1
new addington',LOCATION,1
queen,PLAYER,1
children's,CLUB,1
between nine and 11,NUMERIC,1
kensington palace's,CLUB,1
patron,PLAYER,1
group b,CLUB,1
the afc u-17 women’s asian cup 2026,CLUB,1
the kyrgyz republic,LOCATION,1
may 1 to may 17,NUMERIC,1
suzhou taihu football sports centre,CLUB,1
fifa u-17 women’s world cup,COMPETITION,1
northern mariana islands,LOCATION,1
ir iran,CLUB,1
the fifa u-17 women’s world cup morocco,COMPETITION,1
vladyslav heraskevych,PLAYER,1
the winter olympics,COMPETITION,1
heraskevych,PLAYER,1
less than an hour,NUMERIC,1
the international olympic committee,CLUB,1
vladylsav heraskevych,PLAYER,1
the milano cortina 2026 olympic winter games,CLUB,1
this morning,NUMERIC,1
the international bobsleigh,CLUB,1
skeleton federation,CLUB,1
the milano cortina 2026 games,CLUB,1
heraskevych,LOCATION,1
the court of arbitration,CLUB,1
bbc sport,CLUB,1
24,NUMERIC,1
february 2022,NUMERIC,1
ukrainian,NATIONALITY,1
morrisons,CLUB,1
day,NUMERIC,1
chevrolet,CLUB,1
opel,CLUB,1
jeep,CLUB,1
denza,CLUB,1
city football academy,CLUB,1
city,CLUB,1
next season,NUMERIC,1
stella li,PLAYER,1
uefa euro,CLUB,1
uefa european under-21 championship,COMPETITION,1
carro,CLUB,1
craig johnston,PLAYER,1
leicester city's,LOCATION,1
novocastrian,CLUB,1
pacific park,LOCATION,1
matildas,CLUB,1
emily van egmond,PLAYER,1
the a-league men's,CLUB,1
last year's,NUMERIC,1
about 10 years ago,NUMERIC,1
the next year,NUMERIC,1
maverick sports partners,CLUB,1
the eve of a,NUMERIC,1
february 13,NUMERIC,1
hbf park,LOCATION,1
10-6,NUMERIC,1
2007-2008,NUMERIC,1
2017-2018,NUMERIC,1
2015-2016,NUMERIC,1
the gold coast,LOCATION,1
an earlier season,NUMERIC,1
central coast,LOCATION,1
mcdonald jones stadium,LOCATION,1
november 23,NUMERIC,1
boxing day,COMPETITION,1
mariners,CLUB,1
auckland,LOCATION,1
adelaide,LOCATION,1
city,LOCATION,1
brisbane,LOCATION,1
wellington,LOCATION,1
western sydney,LOCATION,1
kosta grozos,PLAYER,1
zach clough,PLAYER,1
barely a year,NUMERIC,1
women’s africa cup of nations,COMPETITION,1
next month,NUMERIC,1
abiodun adewale,CLUB,1
iffhs,CLUB,1
women’s caf team of the year,CLUB,1
chiamaka nnadozie,PLAYER,1
christy ucheibe,PLAYER,1
oshoala,LOCATION,1
last thursday,NUMERIC,1
first-half,NUMERIC,1
al hilal ladies’,LOCATION,1
al ahli,CLUB,1
bringing princess charlotte,PLAYER,1
future,CLUB,1
the last three days,NUMERIC,1
the last few years,NUMERIC,1
the prince of wales,LOCATION,1
riyadh,LOCATION,1
saudi arabia’s,LOCATION,1
crown prince mohammed bin salman,PLAYER,1
a year later,NUMERIC,1
prince william’s,PLAYER,1
prince louis,LOCATION,1
lionesses,CLUB,1
die with a smile,MISC,1
perreo,PLAYER,1
latinos,NATIONALITY,1
benito antonio martínez ocasio,PLAYER,1
super bowl 60,COMPETITION,1
bronx,LOCATION,1
willy colón,PLAYER,1
dando palo',CLUB,1
renée slegers,PLAYER,1
belgian,NATIONALITY,1
those 90 minutes,NUMERIC,1
400th,NUMERIC,1
the night,NUMERIC,1
den dreef,PLAYER,1
copyright 2026 the arsenal football club limited,MISC,1
the asean women's futsal championship thailand,CLUB,1
24 february - 2 march,NUMERIC,1
nakhon ratchasima,CLUB,1
asean,CLUB,1
the australian women's futsal,CLUB,1
the asean women's futsal championships,CLUB,1
the national futsal championships,CLUB,1
australia women's,CLUB,1
national futsal team,CLUB,1
asean women's futsal,CLUB,1
asean women's futsal championship thailand 2026 match,CLUB,1
24 february 2026,NUMERIC,1
1.30pm,NUMERIC,1
korat australia,CLUB,1
25 february 2026,NUMERIC,1
korat philippines v,CLUB,1
26 february 2026,NUMERIC,1
korat,CLUB,1
sarsfields gaa,CLUB,1
lotto,CLUB,1
"20,500",NUMERIC,1
february 1,NUMERIC,1
2 x €50,NUMERIC,1
faisal ahmed,PLAYER,1
sharon egan,PLAYER,1
600,NUMERIC,1
sunday night,NUMERIC,1
february 8,NUMERIC,1
pilate,PLAYER,1
curry gaa,PLAYER,1
2200,NUMERIC,1
monday night,NUMERIC,1
january 26,NUMERIC,1
"1,10",NUMERIC,1
27,NUMERIC,1
3 x €20,NUMERIC,1
jean walsh,PLAYER,1
mary mccarrick,PLAYER,1
margaret mckinley,PLAYER,1
"monday, february 2",NUMERIC,1
2300,NUMERIC,1
"wednesday, january 28",NUMERIC,1
michael,PLAYER,1
pat brennan,PLAYER,1
tom ginty,PLAYER,1
hilary mcdonagh,PLAYER,1
nora mcveigh,PLAYER,1
maura kilcoyne,PLAYER,1
tom salmon,PLAYER,1
paddy gallagher,PLAYER,1
every wednesday night,NUMERIC,1
"tuesday, february 3",NUMERIC,1
darby,PLAYER,1
breege leonard,PLAYER,1
mary costello,PLAYER,1
mary o’hara,PLAYER,1
darby leonard,PLAYER,1
9pm,NUMERIC,1
2pm,NUMERIC,1
st valentine’s day,PLAYER,1
the national museum of ireland,CLUB,1
turlough park,LOCATION,1
castlebar,LOCATION,1
"the keeper of the irish folklife collection, clodagh doyle. admission",PLAYER,1
31751,NUMERIC,1
hatha,PLAYER,1
bag,PLAYER,1
"the thatch, kilmovee",CLUB,1
10am to 12 noon,NUMERIC,1
085 1971372,NUMERIC,1
tusla foster carer,CLUB,1
tusla fostering,CLUB,1
1800 226,NUMERIC,1
771,NUMERIC,1
the charlestown sarsfields lgfa club,CLUB,1
the ladies lidl national league,CLUB,1
the swinford amenity park,LOCATION,1
ella brennan,PLAYER,1
clodagh,PLAYER,1
julia gawalkevicz,PLAYER,1
ella,PLAYER,1
diane o’hora,PLAYER,1
st attracta’s,LOCATION,1
hagfield,LOCATION,1
kathleen brennan cloonlyon,PLAYER,1
cloonacool players’,CLUB,1
three nights,NUMERIC,1
"thursday, march 9, saturday 21 and sunday 22",NUMERIC,1
cloonacool community centre,CLUB,1
pat feehily,PLAYER,1
eileen davey,PLAYER,1
peadar conway,PLAYER,1
mary kathleem johnson,PLAYER,1
brid calvey,PLAYER,1
eight week,NUMERIC,1
the east mayo athletics club,CLUB,1
8-week,NUMERIC,1
the east mayo athletic club,CLUB,1
carracastle community centre,CLUB,1
087 4798831,NUMERIC,1
achonry pioneer,CLUB,1
"friday, march 20",NUMERIC,1
thomas,PLAYER,1
087 2344338,NUMERIC,1
the village competition,CLUB,1
the coming days,NUMERIC,1
next week’s,NUMERIC,1
the next two months or so,NUMERIC,1
knock shrine,PLAYER,1
11am in,NUMERIC,1
"friday, march 6",NUMERIC,1
barrack street,LOCATION,1
11am-1pm,NUMERIC,1
the sarsfields gaa club,CLUB,1
parish,CLUB,1
carmel,CLUB,1
086 3271196,NUMERIC,1
the charlestown boxing club,CLUB,1
cloonfane school,CLUB,1
the charlestown cubs u14,CLUB,1
crossmolina,CLUB,1
the county basketball league,CLUB,1
39-23,NUMERIC,1
westport,LOCATION,1
cloonlyon national school,CLUB,1
"friday, february 13",NUMERIC,1
094 9254932,NUMERIC,1
the n17/n5,LOCATION,1
ballyglass east,LOCATION,1
soldier field,LOCATION,1
$5 billion,NUMERIC,1
portage economic development corp.,CLUB,1
andy maletta,PLAYER,1
lou weisbach,PLAYER,1
wade breitzke,PLAYER,1
marina shores,LOCATION,1
halas harbor,LOCATION,1
june 2026,NUMERIC,1
hundreds of acres,MISC,1
45 minutes,NUMERIC,1
indiana toll road,LOCATION,1
interstate 90/94,LOCATION,1
south shore line,LOCATION,1
55-minute,NUMERIC,1
85 minutes,NUMERIC,1
"at least 70,000",NUMERIC,1
bears,CLUB,1
austin bonta,PLAYER,1
roger goodell,PLAYER,1
jan. 10,NUMERIC,1
goodell,CLUB,1
kevin warren,PLAYER,1
george mccaskey,PLAYER,1
the arlington heights,LOCATION,1
wolf lake,LOCATION,1
dec. 17,NUMERIC,1
portage,CLUB,1
the indiana general assembly,CLUB,1
soldier field,PLAYER,1
a year,NUMERIC,1
the redevelopment commission,CLUB,1
burns waterway,LOCATION,1
burns parkway,LOCATION,1
the indianapolis colts,CLUB,1
packers,NATIONALITY,1
chicagoans,NATIONALITY,1
the indiana dunes national park,CLUB,1
west beach,LOCATION,1
portage lakefront park,LOCATION,1
west beach’s,LOCATION,1
summer days,NUMERIC,1
interstate 94,LOCATION,1
north,PLAYER,1
the burns waterway,LOCATION,1
u.s. steel’s,CLUB,1
midwest,LOCATION,1
300 pounds,MISC,1
sportresort,CLUB,1
hammond,PLAYER,1
george halas,PLAYER,1
the des moines register,CLUB,1
national football league,CLUB,1
mike braun,PLAYER,1
at least 35 years,NUMERIC,1
lara sanoica,PLAYER,1
sanoica,PLAYER,1
sanoica,MISC,1
the illinois mega projects bill,CLUB,1
20%,MISC,1
mega projects,CLUB,1
$2 billion,NUMERIC,1
an estimated $855 million,NUMERIC,1
jim tinaglia,PLAYER,1
chicago tribune,CLUB,1
bob mccoppin,PLAYER,1
doug ross,PLAYER,1
the post-tribune,CLUB,1
nearly three years,NUMERIC,1
apple tv's,CLUB,1
jason sudeikis,PLAYER,1
summer 2026,NUMERIC,1
season 4,NUMERIC,1
division two,CLUB,1
"diamond dogs"" monologue reveals who ted lasso",MISC,1
season 1,NUMERIC,1
hannah waddingham,PLAYER,1
rupert mannion,PLAYER,1
anthony head,PLAYER,1
keeley hazell,PLAYER,1
the crown & anchor,CLUB,1
ted lasso's,PLAYER,1
finish,NATIONALITY,1
success,CLUB,1
jamie tartt,PLAYER,1
phil dunster,PLAYER,1
jamie,PLAYER,1
roy kent,PLAYER,1
brett goldstein,PLAYER,1
brendan hunt,PLAYER,1
joe kelly,PLAYER,1
bill lawrence cast - ted lasso -,PLAYER,1
afc richmond,LOCATION,1
winter olympian,CLUB,1
julia simon,PLAYER,1
milano cortina,CLUB,1
less than four months,NUMERIC,1
15km,MISC,1
three days earlier,NUMERIC,1
bulgaria,LOCATION,1
lora hristova,PLAYER,1
lou jeanmonnot,PLAYER,1
justine braisaz-bouchet,PLAYER,1
"more than €2,000",NUMERIC,1
"1,371",NUMERIC,1
29-year-old,NUMERIC,1
albertville,LOCATION,1
three-month,NUMERIC,1
"15,000",NUMERIC,1
"13,117",NUMERIC,1
six-month,NUMERIC,1
five months,NUMERIC,1
braisaz-bouchet,PLAYER,1
80th,NUMERIC,1
eight and a half minutes,NUMERIC,1
eurosport,COMPETITION,1
norwegian,NATIONALITY,1
sturla holm laegreid,PLAYER,1
laegreid,CLUB,1
follow metro sport,MISC,1
france,LOCATION,1
the democratic national committee,CLUB,1
the week before thanksgiving,NUMERIC,1
november 12,NUMERIC,1
the new york times,CLUB,1
sarah longwell,PLAYER,1
longwell,PLAYER,1
fridays,NUMERIC,1
february 2025,NUMERIC,1
politico,CLUB,1
may 15,NUMERIC,1
diet cokes,CLUB,1
the national democratic club,CLUB,1
capitol hill,CLUB,1
hill,CLUB,1
gwen moore,PLAYER,1
wisconsin,LOCATION,1
november 4,NUMERIC,1
abigail spanberger,PLAYER,1
mikie sherrill,PLAYER,1
summer,NUMERIC,1
more than 400,NUMERIC,1
the saginaw ojibwe nation,CLUB,1
indigenous,CLUB,1
dakota oyate tribe,CLUB,1
only a minute,NUMERIC,1
the dakota war of 1862,COMPETITION,1
andrew egger,PLAYER,1
bulwark,CLUB,1
james carville,PLAYER,1
politics war room,COMPETITION,1
carville,PLAYER,1
elissa slotkin,PLAYER,1
caligula,PLAYER,1
nato,CLUB,1
team ruthless,CLUB,1
about four dozen,NUMERIC,1
eight years later,NUMERIC,1
ani 11 feb 2026,NUMERIC,1
17:31,NUMERIC,1
the afc house,CLUB,1
21st,NUMERIC,1
between may 5 and 22,NUMERIC,1
the afc u17 asian cup saudi arabia 2026 final draw,CLUB,1
pot 1,PLAYER,1
the afc u17 asian cup saudi arabia,CLUB,1
the fifa u17 women's world cup,COMPETITION,1
group g,CLUB,1
between may 1 and 17,NUMERIC,1
the final draw,CLUB,1
pot 4,NUMERIC,1
the afc u17 women's asian cup china 2026 final draw (,CLUB,1
"6),pot 3",NUMERIC,1
afc,NATIONALITY,1
afc u17 women's,CLUB,1
100%,MISC,1
50%,MISC,1
25%,MISC,1
2018,NUMERIC,1
islamabad,LOCATION,1
pakistan,LOCATION,1
thirty-one,NUMERIC,1
169,NUMERIC,1
shiite,NATIONALITY,1
rome,LOCATION,1
giorgia meloni,PLAYER,1
the afc u17 women's asian cup... ahmedabad,CLUB,1
aiden markram,PLAYER,1
lungi ngidi,PLAYER,1
nfl super bowl,CLUB,1
taboola,CLUB,1
63 per cent,NUMERIC,1
more than 4.7 million,NUMERIC,1
the past three months,NUMERIC,1
february 9th,NUMERIC,1
2.6 million,NUMERIC,1
1.6 million,NUMERIC,1
3.4 million,NUMERIC,1
48 per cent,NUMERIC,1
super bowl lx,CLUB,1
seattle seahawks,CLUB,1
new england patriots,CLUB,1
seahawks,CLUB,1
1 million,NUMERIC,1
latin-american,NATIONALITY,1
puerto rican,NATIONALITY,1
